"Code","Shipper Name","Exporter Category","Default Currency","Country","Default Incoterm","Primary Address","Pick Address","Primary Contact","Default UNLOCO"
"EQUHEAKUL","EQUITAINE HEALTHCARE SDN BHD","","","","","","","","USRIC"
"ETONKWU","ET ON","","","","","","","","USLAX"
"EVECOLSEL","EVERCOS CO.,LTD","","","","","","","","USOAK"
"EVERAICHF","EVERAID CO., LTD.","","","","","","","","USLGB"
"EXTASIKWN","EXTRUFLEX ASIA PACIFIC LTD","","","","","","","","USLAX"
"FANLINTXG","FAN LIN ENTERPRISE CO., LTD","","","","","","","","USLAX"
"FANSPABGT","FANDIS SPA","","","","","","","","DEHAM"
"FIERREGOA","FIERRE S.R.L.","","","","","","","","MYPGU"
"FLEXCOSIN","FLEXCO PTE LTD.","","","","","","","","MYPKG"
"FLSAIRCPH","FLSMIDTH A/S - AIRTECH","","","","","","","","CNQDG"
"FOAMXP","FOA SRL","","","","","","","","KRPUS"
"FOSBRECAN","FOSHAN BRESPALIN CO.LTD","","","","","","","","KRPUS"
"FOSDECNSA","FOSHAN DECHENG ELECTRONICS CO., LTD.","","","","","","","","KRPUS"
"FOSEFIHUA","FOSHAN EFINE TRADIGN CO LTD","","","","","","","","CNSHK"
"FOSJUNFRT","FOSHAN JUNSUN IMPORT AND EXPORT CO.,LTD","","","","","","","","ESVLC"
"FOSLIAFOS1","FOSHAN LIANJIANG FURNITURE CO., LTD.","","","","","","","","ITGOA"
"FOSLONGUA","FOSHAN LONGBOND FURNITURE CO LTD","","","","","","","","CNNJG"
"FOSNIRJIU","FOSHAN NIRO CERAMIC BUILDING MATERIALS TRADING CO., LTD.","","","","","","","","JPHTD"
"FOSSANFUO1","FOSHAN SANSHUI DONGNAN ELECTRIC APPLIANCE CO.,LTD","","","","","","","","JPMOJ"
"FOSSHUCAN1","FOSHAN SHUNDE ORIENTAL ELECTRICAL CO., LTD","","","","","","","","JPHKT"
"FOSSINFRT","FOSHAN SINCERE BUILDING MATERIALS CO., LTD.","","","","","","","","HKHKG"
"FOSTERSPE","FOSTER SPA","","","","","","","","USNYC"
"FOSYONNSA","FOSHAN YONGNUO TRADING CO., LTD.","","","","","","","","USRAC"
"FRAFUEXMD","FRANKLIN FUELING SYSTEMS","","","","","","","","USRAC"
"FRAGUZAOI","FRATELLI GUZZINI SPA","","","","","","","","USRAC"
"FUESPITPE","FUEL-SPIRIT INTERNATIONAL INC","","","","","","","","USNYC"
"FUJEKSFZG","FUJIAN EKSAPOWER IMP. & EXP. CO. LTD.","","","","","","","","USRAC"
"FUJJIUSZX","FUJIAN JIUPO BIOTECHNOLOGY CO. LTD.","","","","","","","","TWTXG"
"FURSANSHA","FURUKAWA SANGYO SHANGHAI CO.,LTD.","","","","","","","","CNNBO"
"FUZSHAFOC","FUZHOU SHANYI ELECTRICAL APPLIANCE CO. LTD","","","","","","","","HKHKG"
"GANKALLGB","GANDANG KALIKASAN USA INC.","","","","","","","","MXZLO"
"GARGALFOS","GARDEN GALLERY TRADING CO., LTD","","","","","","","","KRPUS"
"GEMINDTPE","GEMMY INDUSTRIAL CORP","","","","","","","","INNSA"
"GENSINAFE","GENESIS ARTECH PTE LTD.","","","","","","","","ITSPE"
"GERHOMGUT","GERMANIA HOME APPLIANCE CO., LTD","","","","","","","","CNSHG"
"GERVASPAV","GERVASONI SPA","","","","","","","","CNSHG"
"GLAPHAVTZ","GLAND PHARMA LIMITED UNIT 1","","","","","","","","CNSHG"
"GLOHOTHKG","GLOBAL HOTELWARE LIMITED","","","","","","","","CNSHG"
"GLOMEDNSA","GLOBAL MEDIKIT LIMITED","","","","","","","","CNSHG"
"GOLMEDNFF","GOLD MEDAL PRODUCTS CO.","","","","","","","","CNSHG"
"GRUCACBCN","GRUPO CACAOLAT SL.","","","","","","","","CNSHG"
"GRUMASGOA","GRUPPO MASTROTTO S.PA.","","","","","","","","CNSHG"
"GUABIGSTG","GUANGDONG BIG TREE EDUCATION CO., LTD","","","","","","","","CNSNZ"
"GUACHACAN1","GUANGZHOU CHAO FAN TRADE CO. LTD.","","","","","","","","CNSHG"
"GUACOLHUA","GUANGZHOU COLORNOW COSMETIC CO., LTD","","","","","","","","CNSHG"
"GUADON","GUANGZHOU DONGXING GIANTDRAGON STATIONERY AND SPORTING GOODS CO., LTD","","","","","","","","CNSHG"
"GUAHALZNG","GUANGDONG HALLSMART INTELLIGENCE TECHNOLOGY","","","","","","","","CNSHG"
"GUAHAONSA","GUANGZHOU HAOQI TRADING CO. LTD.","","","","","","","","CNSHG"
"GUAHONGUA","GUANGDONG HONGYU CERAMICS CO LTD","","","","","","","","CNSHG"
"GUAICASHK","GUANGZHOU I-CAN SCHOOL FURNITURE CO., LTD.","","","","","","","","USLGB"
"GUAJINBYU","GUANGZHOU JINXIU BIOTECHNOLOGY CO.,LTD","","","","","","","","USGGA"
"GUAJINFOS","GUANGDONG JINLI ELECTRICAL APPLIANCE CO LTD","","","","","","","","CNSHG"
"GUAJIUCAN","GUANGZHOU JIUTAI BIO-TECHNOLOGY CO.,LTD","","","","","","","","CNSHG"
"GUALEISHK","GUANGDONG LEIYON INTELLIGENCE TECHNOLOGY CORP.","","","","","","","","CNSHG"
"GUALUCNSA","GUANGZHOU LUCKYSTAR ELECTRONIC TECHNOLOGY CO. LTD.","","","","","","","","CNSHG"
"GUAMIDCGUA","GUANGDONG MIDEA CONSUMER ELECTRIC","","","","","","","","CNSHG"
"GUAMIDJIU","GUANGDONG MIDEA KITCHEN APPLIANCES MANUFACTURING CO.,LTD","","","","","","","","CNSHG"
"GUASHEFOS","GUANGZHOU SHENGCAI PACKAGING CO.LTD.","","","","","","","","ECVLC"
"GUASHICAN1","GUANGZHOU SHIFEI BIO-TECH CO. LTD.","","","","","","","","CNQDG"
"GUATIECAN","GUANGZHOU TIEGE TRADING CO.,LTD.","","","","","","","","CNQDG"
"GUATOPSZX","GUANGDONG TOP HOUSEHOLD PRODUCTS LTD.","","","","","","","","CNQDG"
"GUAWQSCAN","GUANGZHOU W.Q.S. INTERNATIONAL TRADING CO., LTD.","","","","","","","","SGSIN"
"HAIOVETAO","HAIER OVERSEAS ELECTRIC APPLIANCES CORP. LTD","","","","","","","","SGSIN"
"HANBAOHGH","HANGZHOU BAOHUI TECHNOLOGY CO.,LTD","","","","","","","","AUMEL"
"HANHONNSA","HANGZHOU HONGXIAN TECHNOLOGY CO., LTD.","","","","","","","","AUCHD"
"HANHUAHZO1","HANGZHOU HUADING NEW ENERGY CO LTD","","","","","","","","AUCHD"
"HANIMPSHK","HANSOK IMPORT & EXPORT CO. LTD.","","","","","","","","AUCHD"
"HANLIGGUA","HANCON LIGHTING CO LTD(ZHUHAI)","","","","","","","","AUCHD"
"HANREDSHA","HANGHAI REDFOX IMP & EXP CO.,LTD.","","","","","","","","CNNSA"
"HANSGRHAM","HANSGROHE","","","","","","","","CNNSA"
"HANSGRSIN","HANSGROHE PTE","","","","","","","","CNNSA"
"HANSIMHGH","HANGZHOU SIMVI TECHNOLOGY CO., LTD.","","","","","","","","CNNSA"
"HAOCANTBH","HAO CANH PORCELAIN PRODUCTION AND TRADING COMPANY LIMITED","","","","","","","","CNNSA"
"HARGUASHK","HARVEST (GUANGZHOU) INDUSTRY LIMITED","","","","","","","","CNNSA"
"HARPHAHRB","HARBIN PHARMACEUTICAL GROUP CO., LTD.","","","","","","","","CNNSA"
"HDGINTSEL","HDGLOBAL INT CO.,LTD","","","","","","","","CNNSA"
"HDWINDLAX","HD WINDOW FASHIONS INC.","","","","","","","","CNNSA"
"HEFYATWHI","HEFEI YATAI IMPORT AND EXPORT TRADING CO., LTD","","","","","","","","CNNSA"
"HEIWINHAM","HEINO WINTER GROUP","","","","","","","","CNSHK"
"HENSIGXIY","HENAN SIGNI VALVE CO., LTD","","","","","","","","CNSHK"
"HHGLOBSHA1","HH GLOBAL ENTERPRISES MANAGEMENT CONSULTING (BEIJING) CO., LTD. SHANGHAU BRANCH","","","","","","","","AEJEA"
"HOCTECJNG","HOCK TECHNOLOGY CO.,LTD","","","","","","","","IDJKT"
"HOEBEITSN","HOERMANN BEIJING TRADING CO., LTD.","","","","","","","","IDJKT"
"HOMPOTLPT","HOME POTTERY","","","","","","","","KRPUS"
"HONESTPUS","HONEST CO., LTD.","","","","","","","","GBSOU"
"HONINTQDG","HONGTYRE INTERNATIONAL FZE","","","","","","","","USLB3"
"HONKONSHK1","HONG KONG RUIKUN LIGHTING CO., LIMITED","","","","","","","","AUMEL"
"HUIBOMSHK","HUIZHOU BOMIE POWER SOURCE SCIENCE & TECHNOLOGY","","","","","","","","USCHI"
"HUNCHIKEL","HUNG CHIN LEATHERS HARDWARE CO LTD","","","","","","","","MYKUL"
"HUNCHIZZZ","HUNG CHIN LEATHERS HARDWARE CO. LTD.","","","","","","","","TWTPE"
"HUNMAGCNA","HUNAN MAGPOW ADHESIVE GROUP CO. LTD","","","","","","","","TWTPE"
"HUNXINCSX","HUNAN XING YUAN TECHNOLOGY CO.,LTD","","","","","","","","USNYC"
"HYDRAUSYD","HYDRAULINK AUSTRALIA PTY LTD","","","","","","","","DEHAM"
"HYVCAPPVI","HYVA CAPITAL EQUIPMENT S.P.A","","","","","","","","SILJU"
"IGTASISIN","IGT ASIA PTE LTD","","","","","","","","SGSIN"
"INGRANWUX","INGERSOLL-RAND (CHINA) INDUSTRIAL EQUIPMENT MANUFACTURING CO., LTD.","","","","","","","","ESALG"
"INNPROKWN","INNOWAVE PRODUCTS & PACKAGING LTD.","","","","","","","","ESALG"
"INTCAROAK","INTERNATIONAL CARE MINISTRIES","","","","","","","","DEFRA"
"INTCOSSZH","INTERCOS COSMETICS (SUZHOU) CO., LTD","","","","","","","","LKCMB"
"INTMEDSHA","INTCO MEDICAL","","","","","","","","LKCMB"
"INTMOVAFE","PT INTERNATIONAL MOVERS STORAGE","","","","","","","","LKCMB"
"INTPHABOM","INTAS PHARMACEUTICALS LIMITED","","","","","","","","LKCMB"
"IPCLEAVCE","IP CLEANING SRL","","","","","","","","CNDAL"
"ITWHLPBKK","ITW HLP THAILAND CO., LTD","","","","","","","","CNDAL"
"JEDINTBOS","JEDWARDS INTERNATIONAL, INC.","","","","","","","","INNSA"
"JENBUNBKK","JENBUNJERD CO., LTD.","","","","","","","","USLGB"
"JIAAUTJNX","JIANGXI AUTOLION LOGISTICS MANAGEMENT COMPANY LIMITED","","","","","","","","USLAX"
"JIABESJMN","JIANGMEN BESTDAY ELECTRIC CO., LTD","","","","","","","","USLAX"
"JIABROJIX","JIAXING BROTHERS HARDWARE PLASTIC CO., LTD","","","","","","","","USLAX"
"JIAFENNGB","JIANGSU FENGMANG COMPOUND MATERIALS","","","","","","","","USLGB"
"JIAGUTJSU","JIANGSU GUTEYOU AUTOMATION TECHNOLOGY CO., LTD.","","","","","","","","USLAX"
"JIAKINSHA1","JIANGSU KINGERTAI NEW MATERIAL TECHNOLOGY CO., LTD.","","","","","","","","USLAX"
"JIALANGUA","JIANGMEN LANGJIE TRADING CO., LTD","","","","","","","","SGSIN"
"JIASEGHAS","JIANGMEN SEGONG KITCHEN WARE CO.,LTD.","","","","","","","","SGSIN"
"JIASINCNZ","JIAXING SINOLAMP ELECTRONIC TECHNOLOGY CO.,LTD.","","","","","","","","CNSNZ"
"JIAWINSHA","JIANGSU WINHENG IMPORT & EXPORT CO LTD","","","","","","","","ITSLI"
"JINHUAFRT","JINJIANG HUABAO STONE CO., LTD.","","","","","","","","ITSLI"
"JINMECQDG","JINAN MECH PIPING TECHNOLOGY CO., LTD","","","","","","","","ITSLI"
"JOSWESFRA","JOSEPH WESTIFORM GMBH","","","","","","","","DEHAM"
"JOTDAIZHE","JOTIM DAILY CHEMICAL （HANGZHOU） COMPANY LIMITED","","","","","","","","DEHAM"
"JOYHEASZV","JOYTECH HEALTHCARE CO.,LTD.","","","","","","","","CNSHA"
"JTESALSIN","JTEKT SALES ASIA PACIFIC (S) PTE LTD","","","","","","","","ITSPE"
"KARANTBLR","KARNATAKA ANTIBIOTICS AND PHARMACEUTICAL PRODUCTS","","","","","","","","CNSHG"
"KARANTDEL","KARTANAKA ANTIBIOTICS & PHARMACEUTICALS","","","","","","","","CNSNZ"
"KARSPAZZZ","KARTELL SPA","","","","","","","","CNSNZ"
"KEMSELAFE","KEMI-LEE CO., LTD.","","","","","","","","MYPKG"
"KENELEJMN","KENNEDE ELECTRONICS MFG. CO.,LTD.","","","","","","","","TWTPE"
"KERRYJVL","KERRY","","","","","","","","ITGOA"
"KFFURNPGU","KF FURNITURE EXPORT SDN BHD","","","","","","","","ITSPE"
"KFLEXMKLA","K-FLEX MALAYSIA SDN BHD","","","","","","","","SGSIN"
"KIDAROMDW","KIDS AROUND THE WORLD","","","","","","","","MYPEN"
"KISNAISEL","KISS NAIL PRODUCTS INC.","","","","","","","","CNNBG"
"KNKINTICN","KNK INTERNATIONAL CO., LTD.","","","","","","","","TWKHH"
"KOECOLVPI","KOEL COLOURS PVT. LTD.","","","","","","","","KRPUS"
"KOHASIHKG","KOHLER ASIA PACIFIC LIMITED","","","","","","","","KRPUS"
"KOHASISHA","KOHLER ASIA PACIFIC LTD.","","","","","","","","KRPUS"
"KOHTHABKK","KOHLER (THAILAND) PUBLIC COMPANY LIMITED","","","","","","","","KRPUS"
"LAIKONSHK1","LAI KONG LIGHTING LIMITED","","","","","","","","KRPUS"
"LALINKCAN","LA LINKER HOSPITALITY LIMITED","","","","","","","","KRPUS"
"LAMOYJHEL","LAMOR CORPORATION OYJ","","","","","","","","CNZGA"
"LANDANSZP","LANGFANG DANMEI SECURITY EQUIPMENT CO. LTD.","","","","","","","","TWKHH"
"LEAOPTSZP","LEAD OPTO-TECHNOLOGY CO., LIMITED","","","","","","","","ITBGT"
"LEVMANHKG","LEVITON MANUFACTURING UK LIMITED","","","","","","","","ITSPE"
"LIANSUKWN","LIANSU GROUP COMPANY LIMITED","","","","","","","","ITSPE"
"LIARICGUA","LIANJIANG RICCO ELECTRICAL APPLIANCE CO., LTD.","","","","","","","","ITBGT"
"LIFTECHKG","LIFOTRONIC TECHNOLOGY (HONGKONG) LIMITED","","","","","","","","ITGOA"
"LIMEDITPE","LIMITED EDITION INC.","","","","","","","","SGSIN"
"LINCHIXMN","LINDE (CHINA) FORKLIFT TRUCK CORPORATION LIMITED","","","","","","","","SGSIN"
"LINPRICBG","LINX PRINTING TECHNOLOGIES LTD","","","","","","","","SGSIN"
"LINPRILON","LINX PRINTING TECHNOLOGIES","","","","","","","","SGSIN"
"LISTELSET","LISTEL SAS","","","","","","","","SGSIN"
"LISTUPJHB","LISTEN UP SDN BHD","","","","","","","","SGSIN"
"LIVDIVAPC","LIVING DIVANI SRL","","","","","","","","SGSIN"
"LPCOSMSEL","L&P COSMETICS CO.,LTD.","","","","","","","","DKCPH"
"LUOEASXGA","LUOYANG EASTERN SUNRISE CO., LTD.","","","","","","","","INKAT"
"LUOMAKTAO","LUOYANG MAKEACE OFFICE FURNITURE CO LTD","","","","","","","","ITMXP"
"LUOSHITAO","LUOYANG SHIDIU IMPORT AND EXPORT CO LTD","","","","","","","","ITMXP"
"MACBEEGNU","MACAWBER BEEKAY PVT.LTD.","","","","","","","","CNSHG"
"MACCHIHKG","MACCAFERRI CHINA ( HONG KONG) CO.,LIMITED","","","","","","","","CNSHK"
"MACPERSIN","MACDERMID PERFORMANCE SOLUTIONS","","","","","","","","CNNSA"
"MANTESMXP","MANIFATTURA TESSILE PIEROZZI","","","","","","","","CNNSA"
"MATASIMFM","MATSUI ASIA LTD","","","","","","","","CNNSA"
"MAXGUATIH","MAXCARE (GUANGZHOU) COSMETICS CO., LTD","","","","","","","","CNNSA"
"MCCDISLAX","MCCORMICK DISTILLING CO.","","","","","","","","CNNSA"
"MEDEAGBAR","MEDELA AG","","","","","","","","CNSHK"
"MELALEIDA","MELALEUCA, INC.","","","","","","","","CNSHK"
"MELSOUKUL","MELALEUCA SOUTHEAST ASIA (MALAYSIA) SDN BHD","","","","","","","","CNFOS"
"MENGEOKUL","MENARD GEOSYSTEMS SDN BHD","","","","","","","","CNFOS"
"MERLABNSA","MERCURY LABORATORIES LIMITED","","","","","","","","CNFOS"
"METBANAFE","METROPOLITAN BANK & TRUST COMPANY","","","","","","","","CNFOS"
"METONEUKB","METAL ONE CORPORATION","","","","","","","","CNFOS"
"MGRSEALAX","MGR SEATING TECHNOLOGY, INC.","","","","","","","","CNZQG"
"MIDELESIN","MIDEA ELECTRIC TRADING (SINGAPORE) CO. PTE. LTD.","","","","","","","","CNFOS"
"MILLABBKK1","MILOTT LABORATORIES CO., LTD","","","","","","","","CNFOS"
"MINHWASIN","MIN HWA ENVELOPE MANUFACTURERS PTE. LTD","","","","","","","","CNFOS"
"MITLIFTYO","MITSUBISHI CORPORATION LIFE SCIENCES LIMITED","","","","","","","","CNFOS"
"MIZUNOSIN1","MIZUNO SINGAPORE PTE LTD","","","","","","","","CNFOS"
"MONINTBKK","MONDELEZ INTERNATIONAL (THAILAND) CO.LTD","","","","","","","","CNFOS"
"NANJACSHG","NANJING JACKPOT MACHINERY AND TOOLS CO. LTD.","","","","","","","","CNSHG"
"NANYCLNKG","NANJING YCLOUD INDUSTRIAL CO LTD","","","","","","","","CNSJQ"
"NEWNANGUA","NEW NANFANG ELECTRICAL APPLIANCE CO., LTD","","","","","","","","ITGOA"
"NEXWISPJA","NEXUS WISE SDN BHD","","","","","","","","CNNSA"
"NINCHANIN","NINGBO CHANGRONG LIGHTNING AND ELECTRONICS","","","","","","","","USNYC"
"NINCHAZHE","NINGBO CHANGER ELECTRON CO. LTD.","","","","","","","","ITGOA"
"NINEASNGB","NINGBO EAST CLEANING TOOL CO., LTD.","","","","","","","","CNSHG"
"NINFEINBG","NINGBO FEITUO ELECTRIC APPLIANCE CO.,LTD","","","","","","","","CNFZG"
"NINHANNBG","NINGBO HANGDI ELECTRIC TECHNOLOGY CO.,LTD","","","","","","","","CNSNZ"
"NINJUNNGB","NINGBO JUNDA IMPORT & EXPORT CO. , LTD.","","","","","","","","HKHKG"
"NINLUCMLN","NINGBO LUCKYSTAR COMMODITIES CO., LTD","","","","","","","","CNFZG"
"NINNEWNBG","NINGBO NEWFLY ELECTRICAL APPLIANCES CO., LTD.","","","","","","","","USMIA"
"NINRIGNBG","NINGBO RIGHT INDUSTRY CO. LIMITED","","","","","","","","USLAX"
"NINSINMNGB","NINGBO SINTRUE MEDICAL INSTRUMENTS CO LTD","","","","","","","","USMIA"
"NINSONNGB","NINGBO SONGMILE PACKAGING CO. LTD.","","","","","","","","CZXUY"
"NOVBUICPH","NOVENCO BUILDING & INDUSTRY A/S","","","","","","","","TWKEL"
"NUTRIBBCN","NUTRIBIOGENICS, S.L.","","","","","","","","SGSIN"
"OBOLABDEL","OBOI LABORATORIES","","","","","","","","CNJMN"
"ONUPERCAN","ONUGE PERSONAL CARE (GUANGDONG) MANUFACTURER GROUP CO LTD","","","","","","","","CNJMN"
"OONINSA","OONI LIMITED","","","","","","","","ITGOA"
"OPELIBLAX","OPEN LIBRARY MANAGEMENT LLC","","","","","","","","INHYD"
"OPELIBOAK","OPEN LIBRARY OF RICHMOND","","","","","","","","INBLR"
"ORIFOOBDU","ORION FOOD VINA CO.,LTD","","","","","","","","INNSA"
"ORPGRAORF","ORPHAN GRAIN TRAIN, INC. (CENTRAL TRANSPORTATION HEADQUARTERS)","","","","","","","","HKHKG"
"OSEINTSEL","OSEANS INTL CO., LTD","","","","","","","","INNSA"
"OTATIRBKK","OTANI TIRE CO., LTD.","","","","","","","","INNSA"
"PALTACOSA","PALTAC CORPORATION","","","","","","","","INNSA"
"PANLIFISL","PANASONIC LIFE SOLUTIONS ELEKTRIK SAN. VE TIC A.S","","","","","","","","USCVG"
"PARBEDBKA","PT PARAMOUNT BED INDONESIA","","","","","","","","ESBCN"
"PARBEDSIN","PARAMOUNT BED ASIA PACIFIC PTE LTD","","","","","","","","ESBCN"
"PATRIABEA","PATRIARCHE","","","","","","","","ESBCN"
"PEBSTESGN","PEB STEEL BUILDINGS CO., LTD.","","","","","","","","ESBCN"
"PECDELBKK","PECAN DELUXE (THAILAND) CO., LTD.","","","","","","","","ESBCN"
"PEDSPAMSR","PEDRALI S.P.A","","","","","","","","ESBCN"
"PERPHALIM","PERUVIAN PHARMACEUTICAL S.A.C","","","","","","","","ESBCN"
"PERRICSIN","PERNOD RICARD SINGAPORE PTE LTD","","","","","","","","ESBCN"
"PINBINPNU","PINGHU BINDEX MACHINERY CO.,LTD","","","","","","","","ESBCN"
"POMFOOTPE","POMEI FOOD STUFF CO., LTD","","","","","","","","ESBCN"
"PORSPACAU","PORRO SPA","","","","","","","","ESBCN"
"POUVIESGN","POUYUEN VIETNAM COMPANY LIMITED","","","","","","","","ESBCN"
"POWROOJHB","POWER ROOT MANUFACTURING SDN BHD","","","","","","","","ESBCN"
"PRECENKLA","PREMIER CENTRE SERVICES SDN BHD","","","","","","","","ESBCN"
"PRIEQUORD","M&R PRINTING EQUIPMENT INC","","","","","","","","ESBCN"
"PRIGLOPKG","PRISTINE GLORY SDN BHD","","","","","","","","ESBCN"
"QEMINTIAH","QEMI INTERNATIONAL INC.","","","","","","","","ITGOA"
"QINBIGTAO","QINGDAO BIG HERDSMAN MACHINERY CO LTD","","","","","","","","CNSTG"
"QINFUTTAO","QINGDAO FUTURE MACHINERY TECHNOLOGY CO., LTD.","","","","","","","","CNSTG"
"QINSHIMNL","QINGDAO SHIYUN TRAILER CO., LTD","","","","","","","","CNSTG"
"REGCATCNO2","REGINA CATENE CALIBRATE SPA","","","","","","","","CNGGZ"
"REHINDJKT","PT. REHAU INDONESIA","","","","","","","","CNNSA"
"REYPHASAD","REYOUNG PHARMACEUTICAL CO LTD","","","","","","","","CNNSA"
"RIXONAVEN","RIXONA B.V.","","","","","","","","CNSHK"
"ROMINTNDA","ROMSONS INTERNATIONAL","","","","","","","","CNZHA"
"RONYINRNG","RONCHENG YINHAI AQUATIC CO.,LTD.","","","","","","","","CNNSA"
"ROSCONMFM","ROSE CONTAINERLINE, INC","","","","","","","","CNFRT"
"ROTAIRCRO","ROTAIR S.P.A","","","","","","","","CNNSA"
"ROYTHAHKG1","ROYAL THAI HK (2017) LIMITED","","","","","","","","CNNSA"
"RTSLOGCEB","RTS LOGISTICS INC.","","","","","","","","CNLUU"
"RZLIGHSZX","RZ LIGHTING CO., LTD.","","","","","","","","CNNSA"
"SAICLANSN","SAINT CLAIR FAMILY ESTATE","","","","","","","","CNNSA"
"SANINTSIB","SANDEN INTERCOOL 9 THAILAND) PUBLIC CO., LTD.","","","","","","","","CNNSA"
"SANLOMSCL","SANTA LOMA SPA","","","","","","","","CNNSA"
"SASINTSHG","SASSIN INTERNATIONAL ELECTRIC SHANGHAI CO. LTD.","","","","","","","","CNSHK"
"SCIGLOBJS","SCITEK GLOBAL CO. LTD.","","","","","","","","CNNSA"
"SHACHOSHA","SHANGHAI CHOUQIN FURNITURE CO., LTD.","","","","","","","","CNNSA"
"SHACOSNSA","SHANGHAI COSTELLA HARDWARE BUILDING MATERIALS CO. LTD.","","","","","","","","CNSHK"
"SHAEASQDG","SHANDONG EASENT BIOTECHNOLOGY GROUP CO., LTD","","","","","","","","CNNSA"
"SHAEASSHA4","SHANGHAI EASTERN ACME CO., LTD.","","","","","","","","CNNSA"
"SHAGOOSHA1","SHANGHAI GOODHOPE CO.,LTD.","","","","","","","","CNSHK"
"SHAGOOTYN","SHANXI GOODWILL INDUSTRIAL & TRADING CO., LTD.","","","","","","","","CNNSA"
"SHAISHPDG","SHANGHAI ISHIDA ELECTRONIC SCALES CO.,LTD.","","","","","","","","CNNSA"
"SHAKANSHA","SHANGHAI KANELSON LOGISTICS EQUIPMENT CO.,LTD.","","","","","","","","CNSUD"
"SHAMINJNG","SHANDONG MING YUAN COMMODITY CO.,LTD.","","","","","","","","CNBJO"
"SHASACSZX","SHANDONG SACRED SUN POWER SOURCES CO. LTD.","","","","","","","","CNSUD"
"SHASHISHA1","SHANGHAI SHIYIN PHOTOELECTRIC INSTRUMENT CO., LTD.","","","","","","","","CNNSH"
"SHEBRISGN","SHEEN BRIDGE CO,. LTD","","","","","","","","CNNSA"
"SHEGUAYTN","SHENZHEN GUANGYULONG TRADE CO., LTD.","","","","","","","","CNNSA"
"SHEHEXQDG","SHENZHEN HEXINGSHENG PHOTOELECTRICS CO., LTD","","","","","","","","CNZHA"
"SHEJINSZX3","SHENZHEN JINZHIQUAN IMPORTS & EXPORTS CO., LTD.","","","","","","","","CNZHA"
"SHEOUBSZX","SHENZHEN OUBEL TECHNOLOGY CO LTD","","","","","","","","CNNSA"
"SHEROYSZX","SHENZHEN ROYAL GOLDEN SUN & EXPORT CO., LTD","","","","","","","","CNQIN"
"SHESNZNAFE","SHENZHEN KING LOGISTICS CO.,LTD","","","","","","","","CNQIN"
"SHETECSZX","SHENZHEN TECHDOW PHARMACEUTICAL CO., LTD","","","","","","","","CNSHK"
"SHETOPSZX","SHENZHEN TOPRAY SOLAR CO.,LTD","","","","","","","","CNNSA"
"SHEVICSZX","SHENZHEN VICTORY ELECTRONIC TECHNOLOGY CO., LTD","","","","","","","","CNNSA"
"SHEYOUSZP","SHENZHEN YOULIKE TRADING CO., LTD.","","","","","","","","CNSHA"
"SHEYUESZX","SHENZHEN YUECHANGYUAN INTERNATIONAL TRADE CO., LTD.","","","","","","","","CNSHA"
"SHICHAKHH","SHINE CHANCE ENTERPRISE CO. LTD.","","","","","","","","CNSHK"
"SHUNATNSA","SHUNDE NATIVE PRODUCE IMPORT AND EXPORT","","","","","","","","CNSHK"
"SHYPPLRTM","SHYPPLE B.V","","","","","","","","CNSGH"
"SILBRIYVR","SILBRICO CORPORATION","","","","","","","","NLRTM"
"SILSPAALG","SILOS SPAIN INSTALACIONES S.L","","","","","","","","DEHAM"
"SINTRADXB","SINOON TRADING","","","","","","","","CNSNZ"
"SLSBEASIN","SLS BEARING (S) PTE LTD","","","","","","","","VNLMP"
"SMPHARPET","SM PHARMACEUTICALS SDN. BHD.","","","","","","","","VNHPH"
"SNTDYNICN","SNT DYNAMICS CO., LTD.","","","","","","","","VNHPH"
"SPAOPTJMN","SPARTA OPTOELECTRONICS CO. LTD.","","","","","","","","CNSHK"
"SPOMLEGJW","SPOLDZIELNIA MLECZARSKA MLEKPOL W GRAJEWIE","","","","","","","","CNDAL"
"SPXCOOLAX","SPX COOLING TECHNOLOGIES INC","","","","","","","","CNDAL"
"SPXCOOMKC","SPX COOLING TECH , LLC","","","","","","","","CNDAL"
"SPXCOOSHA","SPX COOLING TECHNOLOGIES (SUZHOU) CO., LTD","","","","","","","","KRPUS"
"STAGLOZSN","STAR GLORY LTD","","","","","","","","USLGB"
"STAINTNUE","STABILO INTERNATIONAL GMBH","","","","","","","","CNNJI"
"STAINTZHE","STARWAY INTERNATIONAL HOME LIVING CO LTD","","","","","","","","DEHAM"
"SUNHOMHKG","SUNVISION HOME APPLIANCES (H.K.)CO., LIMITED","","","","","","","","CNNBG"
"SUNPOWNKG","SUNGROW POWER SUPPLY CO., LTD","","","","","","","","CNSHA"
"SUPFIMJHB","SUPER FI (M) SDN. BHD","","","","","","","","CNQDG"
"SUZALTJSU","SUZHOU ALTON ELECTRICAL & MECHANICAL INDUSTRY CO.,LTD.","","","","","","","","CNQDG"
"SUZBOOSHA","SUZHOU BOOU IMPORT & EXPORT CO., LTD","","","","","","","","CNTNJ"
"SUZDAYSUZ","SUZHOU DAYONG INTELLIGENT MANUFACTURING CO., LTD.","","","","","","","","THLCH"
"SUZRUBSUZ","SUZHOU RUBI TECHNOLOGIES CO LTD","","","","","","","","KRPUS"
"SUZZHOSUU","SUZHOU ZHONGMAOZHU CONTAINER CO.,LTD.","","","","","","","","KRPUS"
